#AgreementMakerLight Alignment File
#Source ontology:	http://purl.obolibrary.org/obo/mp.owl
#First Target ontology:	http://purl.obolibrary.org/obo/cl.owl
#Second Target ontology:	http://purl.obolibrary.org/obo/pato.owl
Source URI	Source Label	Target 1 URI	Target 1 Label	Target 2 URI	Target 2Label	Similarity	Relationship
http://purl.obolibrary.org/obo/MP_0004758	absent strial marginal cells	http://purl.obolibrary.org/obo/CL_0002492	strial marginal cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0001108	absent schwann cells	http://purl.obolibrary.org/obo/CL_0002573	schwann cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0009118	increased white fat cell size	http://purl.obolibrary.org/obo/CL_0000448	white fat cell	http://purl.obolibrary.org/obo/PATO_0000586	increased size	0.9801	=
http://purl.obolibrary.org/obo/MP_0009412	skeletal muscle fiber degeneration	http://purl.obolibrary.org/obo/CL_0008002	skeletal muscle fiber	http://purl.obolibrary.org/obo/PATO_0002037	degeneration	0.9801	=
http://purl.obolibrary.org/obo/MP_0004301	absent organ of corti supporting cells	http://purl.obolibrary.org/obo/CL_0002490	organ of corti supporting cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0005434	absent late pro b cells	http://purl.obolibrary.org/obo/CL_0002048	late pro b cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0008355	absent mature gamma delta t cells	http://purl.obolibrary.org/obo/CL_0000800	mature gamma delta t cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0008330	absent somatotrophs	http://purl.obolibrary.org/obo/CL_0002312	somatotroph	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0002785	absent leydig cells	http://purl.obolibrary.org/obo/CL_0000178	leydig cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0009187	absent pp cells	http://purl.obolibrary.org/obo/CL_0000696	pp cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0013706	absent megakaryocyte erythroid progenitor cells	http://purl.obolibrary.org/obo/CL_0000050	megakaryocyte erythroid progenitor cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0008447	absent retinal cone cells	http://purl.obolibrary.org/obo/CL_0000573	retinal cone cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0012120	trophectoderm cell degeneration	http://purl.obolibrary.org/obo/CL_1000274	trophectodermal cell	http://purl.obolibrary.org/obo/PATO_0002037	degeneration	0.9801	=
http://purl.obolibrary.org/obo/MP_0003790	absent cd4 positive alpha beta t cells	http://purl.obolibrary.org/obo/CL_0000624	cd4 positive alpha beta t cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0008216	absent transitional stage b cells	http://purl.obolibrary.org/obo/CL_0000818	transitional stage b cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0001109	absent schwann cell precursors	http://purl.obolibrary.org/obo/CL_0002375	schwann cell precursor	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0000216	absent erythroid progenitor cell	http://purl.obolibrary.org/obo/CL_0000038	erythroid progenitor cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0010812	absent type ii pneumocytes	http://purl.obolibrary.org/obo/CL_0002063	type ii pneumocyte	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0005021	obsolete b lymphoblast abnormalities	http://purl.obolibrary.org/obo/CL_0000231	obsolete b lymphoblast	http://purl.obolibrary.org/obo/PATO_0000460	abnormal	0.9801	=
http://purl.obolibrary.org/obo/MP_0013527	absent conjunctiva goblet cells	http://purl.obolibrary.org/obo/CL_2000084	conjunctiva goblet cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0000344	absent cajal retzius cell	http://purl.obolibrary.org/obo/CL_0000695	cajal retzius cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0000175	absent bone marrow cell	http://purl.obolibrary.org/obo/CL_0002092	bone marrow cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0009269	decreased fat cell size	http://purl.obolibrary.org/obo/CL_0000136	fat cell	http://purl.obolibrary.org/obo/PATO_0000587	decreased size	0.9801	=
http://purl.obolibrary.org/obo/MP_0010817	absent type i pneumocytes	http://purl.obolibrary.org/obo/CL_0002062	type i pneumocyte	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0008100	absent plasma cells	http://purl.obolibrary.org/obo/CL_0000786	plasma cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0011693	absent chondrocytes	http://purl.obolibrary.org/obo/CL_0000138	chondrocyte	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0011690	absent basophils	http://purl.obolibrary.org/obo/CL_0000767	basophil	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0009136	decreased brown fat cell size	http://purl.obolibrary.org/obo/CL_0000449	brown fat cell	http://purl.obolibrary.org/obo/PATO_0000587	decreased size	0.9801	=
http://purl.obolibrary.org/obo/MP_0009133	decreased white fat cell size	http://purl.obolibrary.org/obo/CL_0000448	white fat cell	http://purl.obolibrary.org/obo/PATO_0000587	decreased size	0.9801	=
http://purl.obolibrary.org/obo/MP_0008071	absent b cells	http://purl.obolibrary.org/obo/CL_0000236	b cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0002579	disorganized secondary lens fibers	http://purl.obolibrary.org/obo/CL_0002225	secondary lens fiber	http://purl.obolibrary.org/obo/PATO_0000937	disorganized	0.9801	=
http://purl.obolibrary.org/obo/MP_0004465	degeneration of organ of corti supporting cells	http://purl.obolibrary.org/obo/CL_0002490	organ of corti supporting cell	http://purl.obolibrary.org/obo/PATO_0002037	degeneration	0.9801	=
http://purl.obolibrary.org/obo/MP_0008348	absent gamma delta t cells	http://purl.obolibrary.org/obo/CL_0000798	gamma delta t cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0004806	absent germ cells	http://purl.obolibrary.org/obo/CL_0000586	germ cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0009093	oocyte degeneration	http://purl.obolibrary.org/obo/CL_0000023	oocyte	http://purl.obolibrary.org/obo/PATO_0002037	degeneration	0.9801	=
http://purl.obolibrary.org/obo/MP_0009150	pancreatic acinar cell atrophy	http://purl.obolibrary.org/obo/CL_0002064	pancreatic acinar cell	http://purl.obolibrary.org/obo/PATO_0001623	atrophied	0.9801	=
http://purl.obolibrary.org/obo/MP_0009192	absent pancreatic epsilon cells	http://purl.obolibrary.org/obo/CL_0005019	pancreatic epsilon cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0009119	increased brown fat cell size	http://purl.obolibrary.org/obo/CL_0000449	brown fat cell	http://purl.obolibrary.org/obo/PATO_0000586	increased size	0.9801	=
http://purl.obolibrary.org/obo/MP_0008393	absent primordial germ cells	http://purl.obolibrary.org/obo/CL_0000670	primordial germ cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0008454	absent retinal rod cells	http://purl.obolibrary.org/obo/CL_0000604	retinal rod cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0004590	absent deiters cells	http://purl.obolibrary.org/obo/CL_0000635	deiter's cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0000980	absent hair down neurons	http://purl.obolibrary.org/obo/CL_1001437	hair down neuron	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0008253	absent megakaryocytes	http://purl.obolibrary.org/obo/CL_0000556	megakaryocyte	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0008201	absent follicular dendritic cells	http://purl.obolibrary.org/obo/CL_0000442	follicular dendritic cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0008068	absent retinal ganglion cell	http://purl.obolibrary.org/obo/CL_0000740	retinal ganglion cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0001124	abnormal gametes	http://purl.obolibrary.org/obo/CL_0000300	gamete	http://purl.obolibrary.org/obo/PATO_0000460	abnormal	0.9801	=
http://purl.obolibrary.org/obo/MP_0004776	vestibular dark cell degeneration	http://purl.obolibrary.org/obo/CL_0000846	vestibular dark cell	http://purl.obolibrary.org/obo/PATO_0002037	degeneration	0.9801	=
http://purl.obolibrary.org/obo/MP_0000726	absent lymphocyte	http://purl.obolibrary.org/obo/CL_0000542	lymphocyte	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0004397	absent cochlear inner hair cells	http://purl.obolibrary.org/obo/CL_0000589	cochlear inner hair cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0003224	neuron degeneration	http://purl.obolibrary.org/obo/CL_0000540	neuron	http://purl.obolibrary.org/obo/PATO_0002037	degeneration	0.9801	=
http://purl.obolibrary.org/obo/MP_0000129	ameloblast degeneration	http://purl.obolibrary.org/obo/CL_0000059	ameloblast	http://purl.obolibrary.org/obo/PATO_0002037	degeneration	0.9801	=
http://purl.obolibrary.org/obo/MP_0000938	motor neuron degeneration	http://purl.obolibrary.org/obo/CL_0000100	motor neuron	http://purl.obolibrary.org/obo/PATO_0002037	degeneration	0.9801	=
http://purl.obolibrary.org/obo/MP_0008451	retinal rod cell degeneration	http://purl.obolibrary.org/obo/CL_0000604	retinal rod cell	http://purl.obolibrary.org/obo/PATO_0002037	degeneration	0.9801	=
http://purl.obolibrary.org/obo/MP_0000487	absent enterocytes	http://purl.obolibrary.org/obo/CL_0000584	enterocyte	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0001714	absent trophoblast giant cells	http://purl.obolibrary.org/obo/CL_0002488	trophoblast giant cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0008352	absent gamma delta intraepithelial t cell	http://purl.obolibrary.org/obo/CL_0000801	gamma delta intraepithelial t cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0009400	decreased skeletal muscle fiber size	http://purl.obolibrary.org/obo/CL_0008002	skeletal muscle fiber	http://purl.obolibrary.org/obo/PATO_0000587	decreased size	0.9801	=
http://purl.obolibrary.org/obo/MP_0011689	absent neutrophils	http://purl.obolibrary.org/obo/CL_0000775	neutrophil	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0008213	absent immature b cells	http://purl.obolibrary.org/obo/CL_0000816	immature b cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0013698	absent granulocyte monocyte progenitor cells	http://purl.obolibrary.org/obo/CL_0000557	granulocyte monocyte progenitor cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0008179	absent germinal center b cells	http://purl.obolibrary.org/obo/CL_0000844	germinal center b cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0005433	absent early pro b cells	http://purl.obolibrary.org/obo/CL_0002046	early pro b cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0004586	pillar cell degeneration	http://purl.obolibrary.org/obo/CL_1000191	pillar cell	http://purl.obolibrary.org/obo/PATO_0002037	degeneration	0.9801	=
http://purl.obolibrary.org/obo/MP_0000876	purkinje cell degeneration	http://purl.obolibrary.org/obo/CL_0000121	purkinje cell	http://purl.obolibrary.org/obo/PATO_0002037	degeneration	0.9801	=
http://purl.obolibrary.org/obo/MP_0003647	absent oligodendrocytes	http://purl.obolibrary.org/obo/CL_0000128	oligodendrocyte	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0008212	absent mature b cells	http://purl.obolibrary.org/obo/CL_0000785	mature b cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0004628	deiters cell degeneration	http://purl.obolibrary.org/obo/CL_0000635	deiter's cell	http://purl.obolibrary.org/obo/PATO_0002037	degeneration	0.9801	=
http://purl.obolibrary.org/obo/MP_0004975	absent regulatory t cells	http://purl.obolibrary.org/obo/CL_0000815	regulatory t cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0011691	absent bronchioalveolar stem cells	http://purl.obolibrary.org/obo/CL_1001566	bronchioalveolar stem cells	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0006094	increased fat cell size	http://purl.obolibrary.org/obo/CL_0000136	fat cell	http://purl.obolibrary.org/obo/PATO_0000586	increased size	0.9801	=
http://purl.obolibrary.org/obo/MP_0008187	absent pro b cells	http://purl.obolibrary.org/obo/CL_0000826	pro b cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0000811	hippocampal neuron degeneration	http://purl.obolibrary.org/obo/CL_0002608	hippocampal neuron	http://purl.obolibrary.org/obo/PATO_0002037	degeneration	0.9801	=
http://purl.obolibrary.org/obo/MP_0008070	absent t cells	http://purl.obolibrary.org/obo/CL_0000084	t cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0013276	absent alpha beta t cells	http://purl.obolibrary.org/obo/CL_0000789	alpha beta t cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0009158	absent pancreatic acinar cells	http://purl.obolibrary.org/obo/CL_0002064	pancreatic acinar cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0011244	absent fetal derived definitive erythrocytes	http://purl.obolibrary.org/obo/CL_0002357	fetal derived definitive erythrocyte	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0013599	leydig cell atrophy	http://purl.obolibrary.org/obo/CL_0000178	leydig cell	http://purl.obolibrary.org/obo/PATO_0001623	atrophied	0.9801	=
http://purl.obolibrary.org/obo/MP_0009468	absent magnocellular neurosecretory cells	http://purl.obolibrary.org/obo/CL_0011112	magnocellular neurosecretory cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0011694	absent eosinophils	http://purl.obolibrary.org/obo/CL_0000771	eosinophil	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0008183	absent marginal zone b cells	http://purl.obolibrary.org/obo/CL_0000845	marginal zone b cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0009401	increased skeletal muscle fiber diameter	http://purl.obolibrary.org/obo/CL_0008002	skeletal muscle fiber	http://purl.obolibrary.org/obo/PATO_0001714	increased diameter	0.9801	=
http://purl.obolibrary.org/obo/MP_0008067	retinal ganglion cell degeneration	http://purl.obolibrary.org/obo/CL_0000740	retinal ganglion cell	http://purl.obolibrary.org/obo/PATO_0002037	degeneration	0.9801	=
http://purl.obolibrary.org/obo/MP_0000608	dissociated hepatocytes	http://purl.obolibrary.org/obo/CL_0000182	hepatocyte	http://purl.obolibrary.org/obo/PATO_0001738	dissociated from	0.9801	=
http://purl.obolibrary.org/obo/MP_0008094	absent memory b cells	http://purl.obolibrary.org/obo/CL_0000787	memory b cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0008175	absent follicular b cells	http://purl.obolibrary.org/obo/CL_0000843	follicular b cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0004324	vestibular hair cell degeneration	http://purl.obolibrary.org/obo/CL_0000609	vestibular hair cell	http://purl.obolibrary.org/obo/PATO_0002037	degeneration	0.9801	=
http://purl.obolibrary.org/obo/MP_0006095	absent amacrine cells	http://purl.obolibrary.org/obo/CL_0000561	amacrine cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0011136	increased lung endothelial cell adhesion	http://purl.obolibrary.org/obo/CL_1001567	lung endothelial cell	http://purl.obolibrary.org/obo/PATO_0002333	increased adhesivity	0.9801	=
http://purl.obolibrary.org/obo/MP_0004660	absent thyroid follicular cells	http://purl.obolibrary.org/obo/CL_0002258	thyroid follicular cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0006010	absent strial intermediate cells	http://purl.obolibrary.org/obo/CL_0002486	strial intermediate cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0011137	decreased lung endothelial cell adhesion	http://purl.obolibrary.org/obo/CL_1001567	lung endothelial cell	http://purl.obolibrary.org/obo/PATO_0002334	decreased adhesivity	0.9801	=
http://purl.obolibrary.org/obo/MP_0005033	abnormal trophoblast giant cells	http://purl.obolibrary.org/obo/CL_0002488	trophoblast giant cell	http://purl.obolibrary.org/obo/PATO_0000460	abnormal	0.9801	=
http://purl.obolibrary.org/obo/MP_0008118	absent langerhans cell	http://purl.obolibrary.org/obo/CL_0000453	langerhans cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0008103	amacrine cell degeneration	http://purl.obolibrary.org/obo/CL_0000561	amacrine cell	http://purl.obolibrary.org/obo/PATO_0002037	degeneration	0.9801	=
http://purl.obolibrary.org/obo/MP_0000215	absent erythrocytes	http://purl.obolibrary.org/obo/CL_0000232	erythrocyte	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0000727	absent cd8 positive alpha beta t cells	http://purl.obolibrary.org/obo/CL_0000625	cd8 positive alpha beta t cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0011071	absent clara cells	http://purl.obolibrary.org/obo/CL_0000158	clara cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9801	=
http://purl.obolibrary.org/obo/MP_0009399	increased skeletal muscle fiber size	http://purl.obolibrary.org/obo/CL_0008002	skeletal muscle fiber	http://purl.obolibrary.org/obo/PATO_0000586	increased size	0.9801	=
http://purl.obolibrary.org/obo/MP_0009413	skeletal muscle fiber atrophy	http://purl.obolibrary.org/obo/CL_0008002	skeletal muscle fiber	http://purl.obolibrary.org/obo/PATO_0001623	atrophied	0.9801	=
http://purl.obolibrary.org/obo/MP_0008046	absent nk cells	http://purl.obolibrary.org/obo/CL_0000623	natural killer cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9554	=
http://purl.obolibrary.org/obo/MP_0011428	mesangial cell hypoplasia	http://purl.obolibrary.org/obo/CL_0000650	mesangial cell	http://purl.obolibrary.org/obo/PATO_0000645	hypoplastic	0.9554	=
http://purl.obolibrary.org/obo/MP_0001152	leydig cell hyperplasia	http://purl.obolibrary.org/obo/CL_0000178	leydig cell	http://purl.obolibrary.org/obo/PATO_0000644	hyperplastic	0.9554	=
http://purl.obolibrary.org/obo/MP_0004483	absent interdental cells	http://purl.obolibrary.org/obo/CL_0002172	interdental cell of cochlea	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9554	=
http://purl.obolibrary.org/obo/MP_0008467	absent proprioceptive neurons	http://purl.obolibrary.org/obo/CL_1001451	sensory neuron of dorsal root ganglion	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9554	=
http://purl.obolibrary.org/obo/MP_0008107	absent horizontal cells	http://purl.obolibrary.org/obo/CL_0000745	retina horizontal cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9554	=
http://purl.obolibrary.org/obo/MP_0013380	absent sebocyte	http://purl.obolibrary.org/obo/CL_0002140	acinar cell of sebaceous gland	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9554	=
http://purl.obolibrary.org/obo/MP_0009537	interstitial cells of cajal hyperplasia	http://purl.obolibrary.org/obo/CL_0002088	interstitial cell of cajal	http://purl.obolibrary.org/obo/PATO_0000644	hyperplastic	0.9554	=
http://purl.obolibrary.org/obo/MP_0011688	absent epidermal stem cells	http://purl.obolibrary.org/obo/CL_1000428	stem cell of epidermis	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9554	=
http://purl.obolibrary.org/obo/MP_0003240	loss of hippocampal neurons	http://purl.obolibrary.org/obo/CL_0002608	hippocampal neuron	http://purl.obolibrary.org/obo/PATO_0001999	lacks parts or has fewer parts of type	0.9554	=
http://purl.obolibrary.org/obo/MP_0008505	absent adrenal chromaffin cells	http://purl.obolibrary.org/obo/CL_1000426	chromaffin cell of adrenal gland	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	0.9554	=
